StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-23 02:35:00,2018-03-23 02:37:35,IP Address,96.236.213.182,100,155,True,2018-03-23 02:37:36,R_OQ1djOC4BOaVWaR,,,,,40.369003295898,-80.045700073242,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,75,25,"I would donate $75 as I think that's a good amount for a donation. I'd keep $25 of it for my own savings. ",Once a month,Yes,Most of the time,Strong liberal,4 year degree,A few times a year,Blue,Female,,"$70,000 – $79,999",35 – 44,4306980,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 02:39:20,2018-03-23 02:45:52,IP Address,106.51.27.252,100,391,True,2018-03-23 02:45:53,R_12RM0r9inKSFAXE,,,,,12.983306884766,77.583312988281,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,I feel we have needs to meet.,Once every six months,No,Hardly at all,Liberal,4 year degree,Never,Blue,Female,,"$80,000 – $89,999",35 – 44,287728,.,human rights for refugees,government donors
2018-03-23 03:10:45,2018-03-23 03:16:03,IP Address,157.50.63.100,100,318,True,2018-03-23 03:16:04,R_1davcWqzjUVeR66,,,,,13.083297729492,80.283294677734,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Extremely likely,60,40,I want to donate because I want to help the The International Rescue Committee and keep some amount for me to buy some important things,Once a year,Yes,Most of the time,Liberal,Graduate or professional degree,Once a week,Blue,Male,,"$100,000 – $149,999",25 – 34,9556763,.,human rights for refugees,"individual, private donors"
2018-03-23 03:15:27,2018-03-23 03:17:15,IP Address,174.230.32.134,100,107,True,2018-03-23 03:17:15,R_29agrPIKOmAtXNv,,,,,42.273406982422,-83.713302612305,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,30,70,I don't know enough details about how they actually use donations,Once every three months,Yes,Most of the time,Liberal,Doctorate,Never,Blue,Male,,"$100,000 – $149,999",35 – 44,4117333,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 03:29:25,2018-03-23 03:31:19,IP Address,98.249.199.35,100,113,True,2018-03-23 03:31:20,R_1Cef7xX1f9zP2Lp,,,,,27.249801635742,-80.379699707031,anonymous,EN,Yes,"Green,Yellow",Neutral,Unfavorable,Unfavorable,Somewhat likely,46,54,I'm willing to give about half.,Once every six months,No,Some of the time,Liberal,Some college,A few times a year,Blue,Male,,"$30,000 – $39,999",35 – 44,6335390,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-23 03:56:50,2018-03-23 03:59:28,IP Address,76.84.197.110,100,158,True,2018-03-23 03:59:29,R_3r2LYU6nqNXqOyZ,,,,,40.653594970703,-95.878402709961,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,"Well, I might not actually keep $90 for myself, but I might donate some of it to another organization.  Why?  I guess there are other organizations I am more familiar with and would prefer to donate to.",Once a month,Yes,Only now and then,Liberal,Some college,A few times a year,Blue,Female,,"$10,000 – $19,999",45 – 54,1358877,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-23 04:00:12,2018-03-23 04:02:53,IP Address,72.218.225.232,100,161,True,2018-03-23 04:02:54,R_3NExb2Q25wAYI18,,,,,36.889495849609,-76.234298706055,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,I would donate if I knew the non-profit did not keep a large portion of donations for themselves and not for the implementation of their stated plans (as many non-profits do). I would keep the rest for myself because I do still have debts that need to be repaid.,Once a month,No,Most of the time,Independent,4 year degree,A few times a year,Blue,Male,,"$100,000 – $149,999",45 – 54,9348287,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-23 03:58:10,2018-03-23 04:03:29,IP Address,76.102.17.35,100,318,True,2018-03-23 04:03:29,R_2YEXsy7CfWrLh7O,,,,,37.29719543457,-121.88679504395,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,"I don't have any knowledge of the organization. I also don't know what percentage of my donation actually goes to the cause and how much goes into the salaries of employees, especially upper management salaries. I need more info before I donate my personal money.",Once a year,No,Most of the time,"Independent, leaning conservative",Some college,A few times a year,Blue,Male,,"$40,000 – $49,999",45 – 54,7922379,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 04:09:16,2018-03-23 04:10:56,IP Address,107.213.140.172,100,100,True,2018-03-23 04:10:57,R_2v94lmdXfSCpA5z,,,,,33.78840637207,-84.349098205566,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,"I do not know enough about the organization to feel comfortable enough donating an entire $100 ",Once every three months,No,Most of the time,Liberal,4 year degree,A few times a year,Blue,Male,,"$100,000 – $149,999",25 – 34,7489290,.,human rights for refugees,government donors
2018-03-23 04:10:07,2018-03-23 04:15:58,IP Address,88.116.120.118,100,351,True,2018-03-23 04:15:59,R_2TT1bGdchiJ9Xqw,,,,,48.199996948242,16.36669921875,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,9,91,"Because my Family lives in France and they tell me the overwhelming majority of ""refugees"" are 
not truly fleeing oppression but ""economic"" migrants who are looking to get into Europe. But on the off chance there are genuine refugees I would donate the 10.00.",Once every six months,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Female,,"$90,000 – $99,999",35 – 44,8536556,.,humanitarian assistance for refugees,government donors
2018-03-23 04:12:44,2018-03-23 04:21:17,IP Address,73.242.26.113,100,512,True,2018-03-23 04:21:17,R_3POdBQekgFTsHlW,,,,,45.094604492188,-93.258201599121,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,1,99,"It says they harshly restict them. That sounds negative to me, unless its restricting abuse....",Once every few years,No,Most of the time,Liberal,Some college,Never,Blue,Male,,"$40,000 – $49,999",35 – 44,9118521,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-23 04:21:32,2018-03-23 04:23:23,IP Address,184.4.107.222,100,111,True,2018-03-23 04:23:24,R_sNXN1Xr7qBVFOJb,,,,,35.024597167969,-78.996803283691,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,20,80,Because it would be within my budget,Once a month,No,Some of the time,Very conservative,Graduate or professional degree,Seldom,Blue,Female,,"$10,000 – $19,999",45 – 54,1921539,.,human rights for refugees,"individual, private donors"
2018-03-23 04:24:10,2018-03-23 04:28:50,IP Address,12.175.239.126,100,280,True,2018-03-23 04:28:51,R_1Qilnn8PXQWGZxg,,,,,39.78759765625,-85.971900939941,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,5,95,Because the money may not be used in the countries in most need because of the restrictions.,Once every three months,Yes,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$90,000 – $99,999",55 – 64,982065,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-23 04:41:42,2018-03-23 04:42:59,IP Address,73.69.21.163,100,77,True,2018-03-23 04:43:00,R_1poJUkunVGCLcSQ,,,,,42.313705444336,-71.194702148438,anonymous,EN,Yes,"Green,Yellow",Favorable,Very unfavorable,Neutral,Somewhat unlikely,0,100,"i don't like donating to non-profits ",Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Seldom,Blue,Male,,"More than $150,000",25 – 34,613106,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 04:45:37,2018-03-23 04:49:26,IP Address,24.62.129.49,100,229,True,2018-03-23 04:49:27,R_2YfGRKkFvSWXrca,,,,,41.376403808594,-72.583297729492,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,I wouldn't be sure if the money would actually be used for the people the organization claimed to help.,Once every few years,No,Only now and then,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$10,000 – $19,999",25 – 34,5457560,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-23 04:59:28,2018-03-23 05:00:52,IP Address,104.137.120.175,100,83,True,2018-03-23 05:00:53,R_2zdWUyFEUAZ0VPg,,,,,27.91780090332,-82.379898071289,anonymous,EN,Yes,"Green,Yellow",Neutral,Unfavorable,Very unfavorable,Somewhat unlikely,57,43,"I always donate ",Once every three months,Yes,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$30,000 – $39,999",25 – 34,2413970,.,humanitarian assistance for refugees,government donors
2018-03-23 04:58:06,2018-03-23 05:01:40,IP Address,184.4.123.244,100,213,True,2018-03-23 05:01:41,R_3QKa9ke7tB91fyY,,,,,28.940002441406,-81.989700317383,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,I'm not familiar with that organization. I would want to know more about how much of their money goes to their own overhead - then I would either give them more or give the other $50 to a charity that donates more to actual people.,Once a month,No,Most of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$40,000 – $49,999",65 – 74,1059162,.,human rights for refugees,government donors
2018-03-23 04:59:33,2018-03-23 05:03:19,IP Address,199.89.56.28,100,225,True,2018-03-23 05:03:19,R_2ahT58xSIvkvZhA,,,,,46.13459777832,-88.36009979248,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,"I don't know very much about this committee so I wouldn't donate a lot until I found out more, how much actually goes to the effort and how much stays with the corporate infrastructure.",Once every three months,No,Most of the time,Conservative,High school graduate,Seldom,Blue,Female,,"$40,000 – $49,999",45 – 54,3324213,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 05:02:57,2018-03-23 05:05:18,IP Address,96.27.34.208,100,141,True,2018-03-23 05:05:18,R_1Nt6ryPc80fCHNi,,,,,42.659896850586,-83.12370300293,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat unlikely,10,90,I prefer to donate to organizations that are not primarily backed by government donors.,Once a month,Yes,Only now and then,"Independent, leaning conservative",4 year degree,Once a week,Blue,Female,,"$100,000 – $149,999",35 – 44,828647,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-23 05:09:38,2018-03-23 05:14:52,IP Address,65.90.138.7,100,314,True,2018-03-23 05:14:53,R_20Ye514EU1qssdl,,,,,39.928604125977,-75.024200439453,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Extremely likely,17,83,Because I don't want to donate everything I have,Once a week,No,Some of the time,Liberal,4 year degree,Once a week,Blue,Male,,"$30,000 – $39,999",35 – 44,9466634,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 05:17:27,2018-03-23 05:20:17,IP Address,70.191.168.181,100,169,True,2018-03-23 05:20:18,R_vitp4CgbqgKGxyh,,,,,30.391906738281,-87.349601745605,anonymous,EN,Yes,"Green,Yellow",Favorable,Unfavorable,Favorable,Neither likely nor unlikely,9,91,"I am unsure of the agency and would not like to donate a large amount of money without knowing that the money is actually going towards helping people or to pay the people who run the organization. ",Once a month,No,Some of the time,"Independent, leaning conservative",4 year degree,Never,Blue,Female,,"$10,000 – $19,999",35 – 44,8305508,.,human rights for refugees,"individual, private donors"
2018-03-23 05:22:11,2018-03-23 05:24:08,IP Address,47.135.248.41,100,117,True,2018-03-23 05:24:09,R_1DSHL5Wc5ktFaAr,,,,,34.845993041992,-82.40119934082,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Very favorable,Somewhat unlikely,0,100,"If they are receiving government funding, then I am already supporting them unwillingly.  They should not ask for public help.",Once a week,Yes,Some of the time,Very conservative,2 year degree,More than once a week,Blue,Female,,"$40,000 – $49,999",35 – 44,3220498,.,human rights for refugees,government donors
2018-03-23 05:53:43,2018-03-23 06:01:03,IP Address,68.205.97.46,100,439,True,2018-03-23 06:01:03,R_1OH2Hm2BZt3A2EO,,,,,28.676605224609,-81.199096679688,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,46,54,if it is disposable income i wouldnt mind donating some of my money to a good cause,Once every six months,Yes,Only now and then,Strong liberal,Some college,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,5368634,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-23 18:02:15,2018-03-23 18:03:35,IP Address,128.239.195.19,100,79,True,2018-03-23 18:03:35,R_r2OEM0dS28HsEH7,,,,,37.270706176758,-76.707496643066,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Extremely likely,10,90,It seems like a fair trade to make if I had some money that I was going to save,Once a year,Yes,Most of the time,Strong liberal,4 year degree,Seldom,Blue,Male,,"Less than $10,000",18 – 24,6258197,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-23 18:03:25,2018-03-23 18:05:09,IP Address,71.126.246.100,100,103,True,2018-03-23 18:05:09,R_2qr3ac3OODcLTKp,,,,,42.524398803711,-71.765701293945,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,25,75,There are a lot of charities out there and this isn't one that particularly speaks to me.,Once a month,No,Some of the time,Liberal,High school graduate,Never,Blue,Female,,"$100,000 – $149,999",25 – 34,3078701,.,humanitarian assistance for refugees,government donors
